Prospect ID,Lead,Initial Communication,Customer Evaluation,Negotiation,PO Received,Delivery,Payment
ProspectID 6192,1,1,1,0,0,1,0
ProspectID 6193,0,0,0,1,0,0,1
ProspectID 6194,1,1,1,1,1,1,1
ProspectID 6195,1,0,1,0,1,0,0
ProspectID 6196,0,0,0,1,0,0,1
ProspectID 6197,1,1,1,0,1,0,0
ProspectID 6198,1,1,0,0,0,0,0
ProspectID 6199,0,0,0,0,0,0,0
ProspectID 6200,1,1,0,0,0,0,0
ProspectID 6201,1,0,1,1,0,1,0
ProspectID 6202,0,0,0,1,0,1,0
ProspectID 6203,1,1,1,0,1,0,0
ProspectID 6204,1,1,1,1,1,1,1
ProspectID 6205,0,0,0,0,0,0,1
ProspectID 6206,1,1,1,0,1,0,0
ProspectID 6207,1,0,0,0,0,0,1
ProspectID 6208,0,0,0,0,0,0,0
ProspectID 6209,1,1,0,1,0,0,0
ProspectID 6210,1,1,1,1,0,0,0
ProspectID 6211,0,0,0,0,0,1,0
ProspectID 6212,1,1,1,1,1,1,0
ProspectID 6213,1,0,1,0,1,0,0
ProspectID 6214,0,0,0,0,0,1,0
ProspectID 6215,1,1,1,0,1,0,1
ProspectID 6216,1,1,0,0,0,0,1
ProspectID 6217,0,0,0,1,0,0,0
ProspectID 6218,1,1,0,1,0,0,1
ProspectID 6219,1,0,1,0,0,0,0
ProspectID 6220,0,0,0,1,0,0,0
ProspectID 6221,1,1,1,0,1,1,0
ProspectID 6222,1,1,1,0,1,1,0
ProspectID 6223,0,0,0,0,0,0,0
ProspectID 6224,1,1,1,0,1,1,0
ProspectID 6225,1,0,0,1,0,0,0
ProspectID 6226,0,0,0,1,0,0,1
ProspectID 6227,1,1,0,0,0,0,1
ProspectID 6228,1,1,1,1,0,0,0
ProspectID 6229,0,0,0,0,0,0,1
ProspectID 6230,1,1,1,0,1,0,0
ProspectID 6231,1,0,1,0,1,1,0
ProspectID 6232,0,0,0,0,0,1,0
ProspectID 6233,1,1,1,1,1,0,0
ProspectID 6234,1,1,0,1,0,1,0
ProspectID 6235,0,0,0,0,0,0,0
ProspectID 6236,1,1,0,1,0,0,0
ProspectID 6237,1,0,1,0,0,0,1
ProspectID 6238,0,0,0,0,0,0,1
ProspectID 6239,1,1,1,0,1,0,0
ProspectID 6240,1,1,1,0,1,0,1
ProspectID 6241,0,0,0,1,0,1,0
ProspectID 6242,1,1,1,1,1,1,0
ProspectID 6243,1,0,0,0,0,0,0
ProspectID 6244,0,0,0,1,0,1,0
ProspectID 6245,1,1,0,0,0,0,0
ProspectID 6246,1,1,1,0,0,0,0
ProspectID 6247,0,0,0,0,0,0,0
ProspectID 6248,1,1,1,0,1,0,1
ProspectID 6249,1,0,1,1,1,0,1
ProspectID 6250,0,0,0,1,0,0,0
ProspectID 6251,1,1,1,0,1,1,1
ProspectID 6252,1,1,0,1,0,1,0
ProspectID 6253,0,0,0,0,0,0,0
ProspectID 6254,1,1,0,0,0,1,0
ProspectID 6255,1,0,1,0,0,0,0
ProspectID 6256,0,0,0,0,0,0,0
ProspectID 6257,1,1,1,1,1,0,0
ProspectID 6258,1,1,1,1,1,0,0
ProspectID 6259,0,0,0,0,0,0,1
ProspectID 6260,1,1,1,1,1,0,1
ProspectID 6261,1,0,0,0,0,1,0
ProspectID 6262,0,0,0,0,0,1,1
ProspectID 6263,1,1,0,0,0,0,0
ProspectID 6264,1,1,1,0,0,1,0
ProspectID 6265,0,0,0,1,0,0,0
ProspectID 6266,1,1,1,1,1,0,0
ProspectID 6267,1,0,1,0,1,0,0
ProspectID 6268,0,0,0,1,0,0,0
ProspectID 6269,1,1,1,0,1,0,0
ProspectID 6270,1,1,0,0,0,0,1
ProspectID 6271,0,0,0,0,0,1,1
ProspectID 6272,1,1,0,0,0,1,0
ProspectID 6273,1,0,1,1,0,0,1
ProspectID 6274,0,0,0,1,0,1,0
ProspectID 6275,1,1,1,0,1,0,0
ProspectID 6276,1,1,1,1,1,0,0
ProspectID 6277,0,0,0,0,0,0,0
ProspectID 6278,1,1,1,0,1,0,0
ProspectID 6279,1,0,0,0,0,0,0
ProspectID 6280,0,0,0,0,0,0,0
ProspectID 6281,1,1,0,1,0,1,1
ProspectID 6282,1,1,1,1,0,1,1
ProspectID 6283,0,0,0,0,0,0,0
ProspectID 6284,1,1,1,1,1,1,1
ProspectID 6285,1,0,1,0,1,0,0
ProspectID 6286,0,0,0,0,0,0,0
ProspectID 6287,1,1,1,0,1,0,0
ProspectID 6288,1,1,0,0,0,0,0
ProspectID 6289,0,0,0,1,0,0,0
ProspectID 6290,1,1,0,1,0,0,0
ProspectID 6291,1,0,1,0,0,1,0
ProspectID 6292,0,0,0,1,0,1,1
ProspectID 6293,1,1,1,0,1,0,1
ProspectID 6294,1,1,1,0,1,1,0
ProspectID 6295,0,0,0,0,0,0,1
ProspectID 6296,1,1,1,0,1,0,0
ProspectID 6297,1,0,0,1,0,0,0
ProspectID 6298,0,0,0,1,0,0,0
ProspectID 6299,1,1,0,0,0,0,0
ProspectID 6300,1,1,1,1,0,0,0
ProspectID 6301,0,0,0,0,0,1,0
ProspectID 6302,1,1,1,0,1,1,0
ProspectID 6303,1,0,1,0,1,0,1
ProspectID 6304,0,0,0,0,0,1,1
ProspectID 6305,1,1,1,1,1,0,0
ProspectID 6306,1,1,0,1,0,0,1
ProspectID 6307,0,0,0,0,0,0,0
ProspectID 6308,1,1,0,1,0,0,0
ProspectID 6309,1,0,1,0,0,0,0
ProspectID 6310,0,0,0,0,0,0,0
ProspectID 6311,1,1,1,0,1,1,0
ProspectID 6312,1,1,1,0,1,1,0
ProspectID 6313,0,0,0,1,0,0,0
ProspectID 6314,1,1,1,1,1,1,1
ProspectID 6315,1,0,0,0,0,0,1
ProspectID 6316,0,0,0,1,0,0,0
ProspectID 6317,1,1,0,0,0,0,1
ProspectID 6318,1,1,1,0,0,0,0
ProspectID 6319,0,0,0,0,0,0,0
ProspectID 6320,1,1,1,0,1,0,0
ProspectID 6321,1,0,1,1,1,1,0
ProspectID 6322,0,0,0,1,0,1,0
ProspectID 6323,1,1,1,0,1,0,0
ProspectID 6324,1,1,0,1,0,1,0
ProspectID 6325,0,0,0,0,0,0,1
ProspectID 6326,1,1,0,0,0,0,1
ProspectID 6327,1,0,1,0,0,0,0
ProspectID 6328,0,0,0,0,0,0,1
ProspectID 6329,1,1,1,1,1,0,0
ProspectID 6330,1,1,1,1,1,0,0
ProspectID 6331,0,0,0,0,0,1,0
ProspectID 6332,1,1,1,1,1,1,0
ProspectID 6333,1,0,0,0,0,0,0
ProspectID 6334,0,0,0,0,0,1,0
ProspectID 6335,1,1,0,0,0,0,0
ProspectID 6336,1,1,1,0,0,0,1
ProspectID 6337,0,0,0,1,0,0,1
ProspectID 6338,1,1,1,1,1,0,0
ProspectID 6339,1,0,1,0,1,0,1
ProspectID 6340,0,0,0,1,0,0,0
ProspectID 6341,1,1,1,0,1,1,0
ProspectID 6342,1,1,0,0,0,1,0
ProspectID 6343,0,0,0,0,0,0,0
ProspectID 6344,1,1,0,0,0,1,0
ProspectID 6345,1,0,1,1,0,0,0
ProspectID 6346,0,0,0,1,0,0,0
ProspectID 6347,1,1,1,0,1,0,1
ProspectID 6348,1,1,1,1,1,0,1
ProspectID 6349,0,0,0,0,0,0,0
ProspectID 6350,1,1,1,0,1,0,1
ProspectID 6351,1,0,0,0,0,1,0
ProspectID 6352,0,0,0,0,0,1,0
ProspectID 6353,1,1,0,1,0,0,0
ProspectID 6354,1,1,1,1,0,1,0
ProspectID 6355,0,0,0,0,0,0,0
ProspectID 6356,1,1,1,1,1,0,0
ProspectID 6357,1,0,1,0,1,0,0
ProspectID 6358,0,0,0,0,0,0,1
ProspectID 6359,1,1,1,0,1,0,1
ProspectID 6360,1,1,0,0,0,0,0
ProspectID 6361,0,0,0,1,0,1,1
ProspectID 6362,1,1,0,1,0,1,0
ProspectID 6363,1,0,1,0,0,0,0
ProspectID 6364,0,0,0,1,0,1,0
ProspectID 6365,1,1,1,0,1,0,0
ProspectID 6366,1,1,1,0,1,0,0
ProspectID 6367,0,0,0,0,0,0,0
ProspectID 6368,1,1,1,0,1,0,0
ProspectID 6369,1,0,0,1,0,0,1
ProspectID 6370,0,0,0,1,0,0,1
ProspectID 6371,1,1,0,0,0,1,0
ProspectID 6372,1,1,1,1,0,1,1
ProspectID 6373,0,0,0,0,0,0,0
ProspectID 6374,1,1,1,0,1,1,0
ProspectID 6375,1,0,1,0,1,0,0
ProspectID 6376,0,0,0,0,0,0,0
ProspectID 6377,1,1,1,1,1,0,0
ProspectID 6378,1,1,0,1,0,0,0
ProspectID 6379,0,0,0,0,0,0,0
ProspectID 6380,1,1,0,1,0,0,1
ProspectID 6381,1,0,1,0,0,1,1
ProspectID 6382,0,0,0,0,0,1,0
ProspectID 6383,1,1,1,0,1,0,1
ProspectID 6384,1,1,1,0,1,1,0
ProspectID 6385,0,0,0,1,0,0,0
ProspectID 6386,1,1,1,1,1,0,0
ProspectID 6387,1,0,0,0,0,0,0
ProspectID 6388,0,0,0,1,0,0,0
ProspectID 6389,1,1,0,0,0,0,0
ProspectID 6390,1,1,1,0,0,0,0
ProspectID 6391,0,0,0,0,0,1,1
ProspectID 6392,1,1,1,0,1,1,1
ProspectID 6393,1,0,1,1,1,0,0
ProspectID 6394,0,0,0,1,0,1,1
ProspectID 6395,1,1,1,0,1,0,0
ProspectID 6396,1,1,0,1,0,0,0
ProspectID 6397,0,0,0,0,0,0,0
ProspectID 6398,1,1,0,0,0,0,0
ProspectID 6399,1,0,1,0,0,0,0
ProspectID 6400,0,0,0,0,0,0,0
ProspectID 6401,1,1,1,1,1,1,0
ProspectID 6402,1,1,1,1,1,1,1
ProspectID 6403,0,0,0,0,0,0,1
ProspectID 6404,1,1,1,1,1,1,0
ProspectID 6405,1,0,0,0,0,0,1
ProspectID 6406,0,0,0,0,0,0,0
ProspectID 6407,1,1,0,0,0,0,0
ProspectID 6408,1,1,1,0,0,0,0
ProspectID 6409,0,0,0,1,0,0,0
ProspectID 6410,1,1,1,1,1,0,0
ProspectID 6411,1,0,1,0,1,1,0
ProspectID 6412,0,0,0,1,0,1,0
ProspectID 6413,1,1,1,0,1,0,1
ProspectID 6414,1,1,0,0,0,1,1
ProspectID 6415,0,0,0,0,0,0,0
ProspectID 6416,1,1,0,0,0,0,1
ProspectID 6417,1,0,1,1,0,0,0
ProspectID 6418,0,0,0,1,0,0,0
ProspectID 6419,1,1,1,0,1,0,0
ProspectID 6420,1,1,1,1,1,0,0
ProspectID 6421,0,0,0,0,0,1,0
ProspectID 6422,1,1,1,0,1,1,0
ProspectID 6423,1,0,0,0,0,0,0
ProspectID 6424,0,0,0,0,0,1,1
ProspectID 6425,1,1,0,1,0,0,1
ProspectID 6426,1,1,1,1,0,0,0
ProspectID 6427,0,0,0,0,0,0,1
ProspectID 6428,1,1,1,1,1,0,0
ProspectID 6429,1,0,1,0,1,0,0
ProspectID 6430,0,0,0,0,0,0,0
ProspectID 6431,1,1,1,0,1,1,0
ProspectID 6432,1,1,0,0,0,1,0
ProspectID 6433,0,0,0,1,0,0,0
ProspectID 6434,1,1,0,1,0,1,0
ProspectID 6435,1,0,1,0,0,0,1
ProspectID 6436,0,0,0,1,0,0,1
ProspectID 6437,1,1,1,0,1,0,0
ProspectID 6438,1,1,1,0,1,0,1
ProspectID 6439,0,0,0,0,0,0,0
ProspectID 6440,1,1,1,0,1,0,0
ProspectID 6441,1,0,0,1,0,1,0
ProspectID 6442,0,0,0,1,0,1,0
ProspectID 6443,1,1,0,0,0,0,0
ProspectID 6444,1,1,1,1,0,1,0
ProspectID 6445,0,0,0,0,0,0,0
ProspectID 6446,1,1,1,0,1,0,1
ProspectID 6447,1,0,1,0,1,0,1
ProspectID 6448,0,0,0,0,0,0,0
ProspectID 6449,1,1,1,1,1,0,1
ProspectID 6450,1,1,0,1,0,0,0
ProspectID 6451,0,0,0,0,0,1,0
ProspectID 6452,1,1,0,1,0,1,0
ProspectID 6453,1,0,1,0,0,0,0
ProspectID 6454,0,0,0,0,0,1,0
ProspectID 6455,1,1,1,0,1,0,0
ProspectID 6456,1,1,1,0,1,0,0
ProspectID 6457,0,0,0,1,0,0,1
ProspectID 6458,1,1,1,1,1,0,1
ProspectID 6459,1,0,0,0,0,0,0
ProspectID 6460,0,0,0,1,0,0,1
ProspectID 6461,1,1,0,0,0,1,0
ProspectID 6462,1,1,1,0,0,1,0
ProspectID 6463,0,0,0,0,0,0,0
ProspectID 6464,1,1,1,0,1,1,0
ProspectID 6465,1,0,1,1,1,0,0
ProspectID 6466,0,0,0,1,0,0,0
ProspectID 6467,1,1,1,0,1,0,0
ProspectID 6468,1,1,0,1,0,0,1
ProspectID 6469,0,0,0,0,0,0,1
ProspectID 6470,1,1,0,0,0,0,0
ProspectID 6471,1,0,1,0,0,1,1
ProspectID 6472,0,0,0,0,0,1,0
ProspectID 6473,1,1,1,1,1,0,0
ProspectID 6474,1,1,1,1,1,1,0
ProspectID 6475,0,0,0,0,0,0,0
ProspectID 6476,1,1,1,1,1,0,0
ProspectID 6477,1,0,0,0,0,0,0
ProspectID 6478,0,0,0,0,0,0,0
ProspectID 6479,1,1,0,0,0,0,1
ProspectID 6480,1,1,1,0,0,0,1
ProspectID 6481,0,0,0,1,0,1,0
ProspectID 6482,1,1,1,1,1,1,1
ProspectID 6483,1,0,1,0,1,0,0
ProspectID 6484,0,0,0,1,0,1,0
ProspectID 6485,1,1,1,0,1,0,0
ProspectID 6486,1,1,0,0,0,0,0
ProspectID 6487,0,0,0,0,0,0,0
ProspectID 6488,1,1,0,0,0,0,0
ProspectID 6489,1,0,1,1,0,0,0
ProspectID 6490,0,0,0,1,0,0,1
ProspectID 6491,1,1,1,0,1,1,1
ProspectID 6492,1,1,1,1,1,1,0
ProspectID 6493,0,0,0,0,0,0,1
ProspectID 6494,1,1,1,0,1,1,0
ProspectID 6495,1,0,0,0,0,0,0
ProspectID 6496,0,0,0,0,0,0,0
ProspectID 6497,1,1,0,1,0,0,0
ProspectID 6498,1,1,1,1,0,0,0
ProspectID 6499,0,0,0,0,0,0,0
ProspectID 6500,1,1,1,1,1,0,0
ProspectID 6501,1,0,1,0,1,1,1
ProspectID 6502,0,0,0,0,0,1,1
ProspectID 6503,1,1,1,0,1,0,0
ProspectID 6504,1,1,0,0,0,1,1
ProspectID 6505,0,0,0,1,0,0,0
ProspectID 6506,1,1,0,1,0,0,0
ProspectID 6507,1,0,1,0,0,0,0
ProspectID 6508,0,0,0,1,0,0,0
ProspectID 6509,1,1,1,0,1,0,0
ProspectID 6510,1,1,1,0,1,0,0
ProspectID 6511,0,0,0,0,0,1,0
ProspectID 6512,1,1,1,0,1,1,1
ProspectID 6513,1,0,0,1,0,0,1
ProspectID 6514,0,0,0,1,0,1,0
ProspectID 6515,1,1,0,0,0,0,1
ProspectID 6516,1,1,1,1,0,0,0
ProspectID 6517,0,0,0,0,0,0,0
ProspectID 6518,1,1,1,0,1,0,0
ProspectID 6519,1,0,1,0,1,0,0
ProspectID 6520,0,0,0,0,0,0,0
ProspectID 6521,1,1,1,1,1,1,0
ProspectID 6522,1,1,0,1,0,1,0
ProspectID 6523,0,0,0,0,0,0,1
ProspectID 6524,1,1,0,1,0,1,1
ProspectID 6525,1,0,1,0,0,0,0
ProspectID 6526,0,0,0,0,0,0,1
ProspectID 6527,1,1,1,0,1,0,0
ProspectID 6528,1,1,1,0,1,0,0
ProspectID 6529,0,0,0,1,0,0,0
ProspectID 6530,1,1,1,1,1,0,0
ProspectID 6531,1,0,0,0,0,1,0
ProspectID 6532,0,0,0,1,0,1,0
ProspectID 6533,1,1,0,0,0,0,0
ProspectID 6534,1,1,1,0,0,1,1
ProspectID 6535,0,0,0,0,0,0,1
ProspectID 6536,1,1,1,0,1,0,0
ProspectID 6537,1,0,1,1,1,0,1
ProspectID 6538,0,0,0,1,0,0,0
ProspectID 6539,1,1,1,0,1,0,0
ProspectID 6540,1,1,0,1,0,0,0
ProspectID 6541,0,0,0,0,0,1,0
ProspectID 6542,1,1,0,0,0,1,0
ProspectID 6543,1,0,1,0,0,0,0
ProspectID 6544,0,0,0,0,0,1,0
ProspectID 6545,1,1,1,1,1,0,1
ProspectID 6546,1,1,1,1,1,0,1
ProspectID 6547,0,0,0,0,0,0,0
ProspectID 6548,1,1,1,1,1,0,1
ProspectID 6549,1,0,0,0,0,0,0
ProspectID 6550,0,0,0,0,0,0,0
ProspectID 6551,1,1,0,0,0,1,0
ProspectID 6552,1,1,1,0,0,1,0
ProspectID 6553,0,0,0,1,0,0,0
ProspectID 6554,1,1,1,1,1,1,0
ProspectID 6555,1,0,1,0,1,0,0
ProspectID 6556,0,0,0,1,0,0,1
ProspectID 6557,1,1,1,0,1,0,1
ProspectID 6558,1,1,0,0,0,0,0
ProspectID 6559,0,0,0,0,0,0,1
ProspectID 6560,1,1,0,0,0,0,0
ProspectID 6561,1,0,1,1,0,1,0
ProspectID 6562,0,0,0,1,0,1,0
ProspectID 6563,1,1,1,0,1,0,0
ProspectID 6564,1,1,1,1,1,1,0
ProspectID 6565,0,0,0,0,0,0,0
ProspectID 6566,1,1,1,0,1,0,0
ProspectID 6567,1,0,0,0,0,0,1
ProspectID 6568,0,0,0,0,0,0,1
ProspectID 6569,1,1,0,1,0,0,0
ProspectID 6570,1,1,1,1,0,0,1
ProspectID 6571,0,0,0,0,0,1,0
ProspectID 6572,1,1,1,1,1,1,0
ProspectID 6573,1,0,1,0,1,0,0
ProspectID 6574,0,0,0,0,0,1,0
ProspectID 6575,1,1,1,0,1,0,0
ProspectID 6576,1,1,0,0,0,0,0
ProspectID 6577,0,0,0,1,0,0,0
ProspectID 6578,1,1,0,1,0,0,1
ProspectID 6579,1,0,1,0,0,0,1
ProspectID 6580,0,0,0,1,0,0,0
ProspectID 6581,1,1,1,0,1,1,1
ProspectID 6582,1,1,1,0,1,1,0
ProspectID 6583,0,0,0,0,0,0,0
ProspectID 6584,1,1,1,0,1,1,0
ProspectID 6585,1,0,0,1,0,0,0
ProspectID 6586,0,0,0,1,0,0,0
ProspectID 6587,1,1,0,0,0,0,0
ProspectID 6588,1,1,1,1,0,0,0
ProspectID 6589,0,0,0,0,0,0,1
ProspectID 6590,1,1,1,0,1,0,1
ProspectID 6591,1,0,1,0,1,1,0
ProspectID 6592,0,0,0,0,0,1,1
ProspectID 6593,1,1,1,1,1,0,0
ProspectID 6594,1,1,0,1,0,1,0
ProspectID 6595,0,0,0,0,0,0,0
ProspectID 6596,1,1,0,1,0,0,0
ProspectID 6597,1,0,1,0,0,0,0
ProspectID 6598,0,0,0,0,0,0,0
ProspectID 6599,1,1,1,0,1,0,0
ProspectID 6600,1,1,1,0,1,0,1
ProspectID 6601,0,0,0,1,0,1,1
ProspectID 6602,1,1,1,1,1,1,0
ProspectID 6603,1,0,0,0,0,0,1
ProspectID 6604,0,0,0,1,0,1,0
ProspectID 6605,1,1,0,0,0,0,0
ProspectID 6606,1,1,1,0,0,0,0
ProspectID 6607,0,0,0,0,0,0,0
ProspectID 6608,1,1,1,0,1,0,0
ProspectID 6609,1,0,1,1,1,0,0
ProspectID 6610,0,0,0,1,0,0,0
ProspectID 6611,1,1,1,0,1,1,1
ProspectID 6612,1,1,0,1,0,1,1
ProspectID 6613,0,0,0,0,0,0,0
ProspectID 6614,1,1,0,0,0,1,1
ProspectID 6615,1,0,1,0,0,0,0
ProspectID 6616,0,0,0,0,0,0,0
ProspectID 6617,1,1,1,1,1,0,0
ProspectID 6618,1,1,1,1,1,0,0
ProspectID 6619,0,0,0,0,0,0,0
ProspectID 6620,1,1,1,1,1,0,0
ProspectID 6621,1,0,0,0,0,1,0
ProspectID 6622,0,0,0,0,0,1,1
ProspectID 6623,1,1,0,0,0,0,1
ProspectID 6624,1,1,1,0,0,1,0
ProspectID 6625,0,0,0,1,0,0,1
ProspectID 6626,1,1,1,1,1,0,0
ProspectID 6627,1,0,1,0,1,0,0
ProspectID 6628,0,0,0,1,0,0,0
ProspectID 6629,1,1,1,0,1,0,0
ProspectID 6630,1,1,0,0,0,0,0
ProspectID 6631,0,0,0,0,0,1,0
ProspectID 6632,1,1,0,0,0,1,0
ProspectID 6633,1,0,1,1,0,0,1
ProspectID 6634,0,0,0,1,0,1,1
ProspectID 6635,1,1,1,0,1,0,0
ProspectID 6636,1,1,1,1,1,0,1
ProspectID 6637,0,0,0,0,0,0,0
ProspectID 6638,1,1,1,0,1,0,0
ProspectID 6639,1,0,0,0,0,0,0
ProspectID 6640,0,0,0,0,0,0,0
ProspectID 6641,1,1,0,1,0,1,0
ProspectID 6642,1,1,1,1,0,1,0
ProspectID 6643,0,0,0,0,0,0,0
ProspectID 6644,1,1,1,1,1,1,1
ProspectID 6645,1,0,1,0,1,0,1
ProspectID 6646,0,0,0,0,0,0,0
ProspectID 6647,1,1,1,0,1,0,1
ProspectID 6648,1,1,0,0,0,0,0
ProspectID 6649,0,0,0,1,0,0,0
ProspectID 6650,1,1,0,1,0,0,0
ProspectID 6651,1,0,1,0,0,1,0
ProspectID 6652,0,0,0,1,0,1,0
ProspectID 6653,1,1,1,0,1,0,0
ProspectID 6654,1,1,1,0,1,1,0
ProspectID 6655,0,0,0,0,0,0,1
ProspectID 6656,1,1,1,0,1,0,1
ProspectID 6657,1,0,0,1,0,0,0
ProspectID 6658,0,0,0,1,0,0,1
ProspectID 6659,1,1,0,0,0,0,0
ProspectID 6660,1,1,1,1,0,0,0
ProspectID 6661,0,0,0,0,0,1,0
ProspectID 6662,1,1,1,0,1,1,0
ProspectID 6663,1,0,1,0,1,0,0
ProspectID 6664,0,0,0,0,0,1,0
ProspectID 6665,1,1,1,1,1,0,0
ProspectID 6666,1,1,0,1,0,0,1
ProspectID 6667,0,0,0,0,0,0,1
ProspectID 6668,1,1,0,1,0,0,0
ProspectID 6669,1,0,1,0,0,0,1
ProspectID 6670,0,0,0,0,0,0,0
ProspectID 6671,1,1,1,0,1,1,0
ProspectID 6672,1,1,1,0,1,1,0
ProspectID 6673,0,0,0,1,0,0,0
ProspectID 6674,1,1,1,1,1,1,0
ProspectID 6675,1,0,0,0,0,0,0
ProspectID 6676,0,0,0,1,0,0,0
ProspectID 6677,1,1,0,0,0,0,1
ProspectID 6678,1,1,1,0,0,0,1
ProspectID 6679,0,0,0,0,0,0,0
ProspectID 6680,1,1,1,0,1,0,1
ProspectID 6681,1,0,1,1,1,1,0
ProspectID 6682,0,0,0,1,0,1,0
ProspectID 6683,1,1,1,0,1,0,0
ProspectID 6684,1,1,0,1,0,1,0
ProspectID 6685,0,0,0,0,0,0,0
ProspectID 6686,1,1,0,0,0,0,0
ProspectID 6687,1,0,1,0,0,0,0
ProspectID 6688,0,0,0,0,0,0,1
ProspectID 6689,1,1,1,1,1,0,1
ProspectID 6690,1,1,1,1,1,0,0
ProspectID 6691,0,0,0,0,0,1,1
ProspectID 6692,1,1,1,1,1,1,0
ProspectID 6693,1,0,0,0,0,0,0
ProspectID 6694,0,0,0,0,0,1,0
ProspectID 6695,1,1,0,0,0,0,0
ProspectID 6696,1,1,1,0,0,0,0
ProspectID 6697,0,0,0,1,0,0,0
ProspectID 6698,1,1,1,1,1,0,0
ProspectID 6699,1,0,1,0,1,0,1
ProspectID 6700,0,0,0,1,0,0,1
ProspectID 6701,1,1,1,0,1,1,0
ProspectID 6702,1,1,0,0,0,1,1
ProspectID 6703,0,0,0,0,0,0,0
ProspectID 6704,1,1,0,0,0,1,0
ProspectID 6705,1,0,1,1,0,0,0
ProspectID 6706,0,0,0,1,0,0,0
ProspectID 6707,1,1,1,0,1,0,0
ProspectID 6708,1,1,1,1,1,0,0
ProspectID 6709,0,0,0,0,0,0,0
ProspectID 6710,1,1,1,0,1,0,1
ProspectID 6711,1,0,0,0,0,1,1
ProspectID 6712,0,0,0,0,0,1,0
ProspectID 6713,1,1,0,1,0,0,1
ProspectID 6714,1,1,1,1,0,1,0
ProspectID 6715,0,0,0,0,0,0,0
ProspectID 6716,1,1,1,1,1,0,0
ProspectID 6717,1,0,1,0,1,0,0
ProspectID 6718,0,0,0,0,0,0,0
ProspectID 6719,1,1,1,0,1,0,0
ProspectID 6720,1,1,0,0,0,0,0
ProspectID 6721,0,0,0,1,0,1,1
ProspectID 6722,1,1,0,1,0,1,1
ProspectID 6723,1,0,1,0,0,0,0
ProspectID 6724,0,0,0,1,0,1,1
ProspectID 6725,1,1,1,0,1,0,0
ProspectID 6726,1,1,1,0,1,0,0
ProspectID 6727,0,0,0,0,0,0,0
ProspectID 6728,1,1,1,0,1,0,0
ProspectID 6729,1,0,0,1,0,0,0
ProspectID 6730,0,0,0,1,0,0,0
ProspectID 6731,1,1,0,0,0,1,0
ProspectID 6732,1,1,1,1,0,1,1
ProspectID 6733,0,0,0,0,0,0,1
ProspectID 6734,1,1,1,0,1,1,0
ProspectID 6735,1,0,1,0,1,0,1
ProspectID 6736,0,0,0,0,0,0,0
ProspectID 6737,1,1,1,1,1,0,0
ProspectID 6738,1,1,0,1,0,0,0
ProspectID 6739,0,0,0,0,0,0,0
ProspectID 6740,1,1,0,1,0,0,0
ProspectID 6741,1,0,1,0,0,1,0
ProspectID 6742,0,0,0,0,0,1,0
ProspectID 6743,1,1,1,0,1,0,1
ProspectID 6744,1,1,1,0,1,1,1
ProspectID 6745,0,0,0,1,0,0,0
ProspectID 6746,1,1,1,1,1,0,1
ProspectID 6747,1,0,0,0,0,0,0
ProspectID 6748,0,0,0,1,0,0,0
ProspectID 6749,1,1,0,0,0,0,0
ProspectID 6750,1,1,1,0,0,0,0
ProspectID 6751,0,0,0,0,0,1,0
ProspectID 6752,1,1,1,0,1,1,0
ProspectID 6753,1,0,1,1,1,0,0
ProspectID 6754,0,0,0,1,0,1,1
ProspectID 6755,1,1,1,0,1,0,1
ProspectID 6756,1,1,0,1,0,0,0
ProspectID 6757,0,0,0,0,0,0,1
ProspectID 6758,1,1,0,0,0,0,0
ProspectID 6759,1,0,1,0,0,0,0
ProspectID 6760,0,0,0,0,0,0,0
ProspectID 6761,1,1,1,1,1,1,0
ProspectID 6762,1,1,1,1,1,1,0
ProspectID 6763,0,0,0,0,0,0,0
ProspectID 6764,1,1,1,1,1,1,0
ProspectID 6765,1,0,0,0,0,0,1
ProspectID 6766,0,0,0,0,0,0,1
ProspectID 6767,1,1,0,0,0,0,0
ProspectID 6768,1,1,1,0,0,0,1
ProspectID 6769,0,0,0,1,0,0,0
ProspectID 6770,1,1,1,1,1,0,0
ProspectID 6771,1,0,1,0,1,1,0
ProspectID 6772,0,0,0,1,0,1,0
ProspectID 6773,1,1,1,0,1,0,0
ProspectID 6774,1,1,0,0,0,1,0
ProspectID 6775,0,0,0,0,0,0,0
ProspectID 6776,1,1,0,0,0,0,1
ProspectID 6777,1,0,1,1,0,0,1
ProspectID 6778,0,0,0,1,0,0,0
ProspectID 6779,1,1,1,0,1,0,1
ProspectID 6780,1,1,1,1,1,0,0
ProspectID 6781,0,0,0,0,0,1,0
ProspectID 6782,1,1,1,0,1,1,0
ProspectID 6783,1,0,0,0,0,0,0
ProspectID 6784,0,0,0,0,0,1,0
ProspectID 6785,1,1,0,1,0,0,0
ProspectID 6786,1,1,1,1,0,0,0
ProspectID 6787,0,0,0,0,0,0,1
ProspectID 6788,1,1,1,1,1,0,1
ProspectID 6789,1,0,1,0,1,0,0
ProspectID 6790,0,0,0,0,0,0,1
ProspectID 6791,1,1,1,0,1,1,0
ProspectID 6792,1,1,0,0,0,1,0
ProspectID 6793,0,0,0,1,0,0,0
ProspectID 6794,1,1,0,1,0,1,0
ProspectID 6795,1,0,1,0,0,0,0
ProspectID 6796,0,0,0,1,0,0,0
ProspectID 6797,1,1,1,0,1,0,0
